0 0 0 1
0.1 0 -0.0841471 0.991585
0.2 0 -0.167837 0.974802
0.3 0 -0.250596 0.949742
0.4 0 -0.331922 0.91655
0.5 0 -0.411273 0.875423
0.6 0 -0.488054 0.826617
0.7 0 -0.561619 0.770455
0.8 0 -0.631265 0.707329
0.9 0 -0.696245 0.637704
1 0 -0.755781 0.562126
1.1 0 -0.809079 0.481218
1.2 0 -0.855365 0.395682
1.3 0 -0.893909 0.306291
1.4 0 -0.924061 0.213885
1.5 0 -0.945287 0.119356
1.6 0 -0.957194 0.0236365
1.7 0 -0.959558 -0.0723193
1.8 0 -0.952332 -0.167553
1.9 0 -0.935655 -0.261118
2 0 -0.909839 -0.352102
2.1 0 -0.875352 -0.439637
2.2 0 -0.832791 -0.522916
2.3 0 -0.78285 -0.601201
2.4 0 -0.726287 -0.67383
2.5 0 -0.663888 -0.740219
2.6 0 -0.596443 -0.799863
2.7 0 -0.524717 -0.852335
2.8 0 -0.449435 -0.897278
2.9 0 -0.371272 -0.934406
3 0 -0.290848 -0.96349
3.1 0 -0.208729 -0.984363
3.2 0 -0.125437 -0.996907
3.3 0 -0.0414572 -1.00105
3.4 0 0.0427467 -0.996778
3.5 0 0.126719 -0.984106
3.6 0 0.209997 -0.963106
3.7 0 0.292094 -0.933897
3.8 0 0.372488 -0.896648
3.9 0 0.450612 -0.851587
4 0 0.525845 -0.799002
4.1 0 0.597511 -0.739251
4.2 0 0.664884 -0.672763
4.3 0 0.727199 -0.600043
4.4 0 0.783667 -0.521676
4.5 0 0.833501 -0.438326
4.6 0 0.875943 -0.350732
4.7 0 0.910302 -0.259702
4.8 0 0.935981 -0.166104
4.9 0 0.952515 -0.0708521
5 0 0.959594 0.0251073
5.1 0 0.957084 0.120816
5.2 0 0.945031 0.215319
5.3 0 0.923666 0.307685
5.4 0 0.89338 0.397023
5.5 0 0.854713 0.482495
5.6 0 0.808314 0.563326
5.7 0 0.754914 0.638817
5.8 0 0.695289 0.708346
5.9 0 0.630231 0.771369
6 0 0.560519 0.827421
6.1 0 0.4869 0.876111
6.2 0 0.410075 0.917119
6.3 0 0.33069 0.950188
6.4 0 0.249337 0.975122
6.5 0 0.16656 0.991778
6.6 0 0.0828601 1.00006
6.7 0 -0.00129043 0.999934
6.8 0 -0.085434 0.991391
6.9 0 -0.169113 0.97448
7 0 -0.251854 0.949294
7.1 0 -0.333154 0.915979
7.2 0 -0.41247 0.874732
7.3 0 -0.489207 0.825811
7.4 0 -0.562717 0.76954
7.5 0 -0.632298 0.70631
7.6 0 -0.697201 0.63659
7.7 0 -0.756646 0.560925
7.8 0 -0.809843 0.479941
7.9 0 -0.856016 0.394339
8 0 -0.894436 0.304896
8.1 0 -0.924455 0.21245
8.2 0 -0.945541 0.117896
8.3 0 -0.957303 0.0221656
8.4 0 -0.959519 -0.0737863
8.5 0 -0.952147 -0.169001
8.6 0 -0.935328 -0.262534
8.7 0 -0.909375 -0.353471
8.8 0 -0.874759 -0.440947
8.9 0 -0.83208 -0.524155
9 0 -0.782031 -0.602358
9.1 0 -0.725373 -0.674896
9.2 0 -0.662891 -0.741185
9.3 0 -0.595375 -0.800722
9.4 0 -0.523589 -0.853081
9.5 0 -0.448258 -0.897907
9.6 0 -0.370055 -0.934912
9.7 0 -0.289601 -0.963873
9.8 0 -0.20746 -0.984619
9.9 0 -0.124154 -0.997034
10 0 -0.0401676 -1.00105
10.1 0 0.0440362 -0.996647
10.2 0 0.128002 -0.983847
10.3 0 0.211265 -0.96272
10.4 0 0.29334 -0.933386
10.5 0 0.373704 -0.896016
10.6 0 0.451788 -0.850837
10.7 0 0.526972 -0.79814
10.8 0 0.598578 -0.738282
10.9 0 0.665879 -0.671694
11 0 0.728111 -0.598883
11.1 0 0.784483 -0.520435
11.2 0 0.834208 -0.437014
11.3 0 0.876532 -0.349361
11.4 0 0.910762 -0.258285
11.5 0 0.936304 -0.164654
11.6 0 0.952695 -0.0693848
11.7 0 0.959628 0.0265781
11.8 0 0.956971 0.122275
11.9 0 0.944774 0.216752
12 0 0.923268 0.309079
12.1 0 0.892849 0.398364
12.2 0 0.854058 0.48377
12.3 0 0.807546 0.564525
12.4 0 0.754045 0.639929
12.5 0 0.694331 0.709362
12.6 0 0.629196 0.772282
12.7 0 0.559419 0.828224
12.8 0 0.485746 0.876798
12.9 0 0.408876 0.917686
13 0 0.329457 0.950632
13.1 0 0.248078 0.975439
13.2 0 0.165283 0.991968
13.3 0 0.081573 1.00013
13.4 0 -0.00258086 0.999867
13.5 0 -0.0867208 0.991195
13.6 0 -0.170389 0.974156
13.7 0 -0.253112 0.948845
13.8 0 -0.334386 0.915406
13.9 0 -0.413667 0.87404
14 0 -0.49036 0.825004
14.1 0 -0.563815 0.768622
14.2 0 -0.633329 0.705289
14.3 0 -0.698155 0.635474
14.4 0 -0.757511 0.559723
14.5 0 -0.810606 0.478662
14.6 0 -0.856665 0.392996
14.7 0 -0.894961 0.3035
14.8 0 -0.924847 0.211015
14.9 0 -0.945792 0.116436
15 0 -0.957409 0.0206947
15.1 0 -0.959479 -0.0752532
15.2 0 -0.95196 -0.170449
15.3 0 -0.934998 -0.263949
15.4 0 -0.908908 -0.35484
15.5 0 -0.874164 -0.442256
15.6 0 -0.831366 -0.525393
15.7 0 -0.781211 -0.603514
15.8 0 -0.724457 -0.67596
15.9 0 -0.661893 -0.742149
16 0 -0.594305 -0.80158
16.1 0 -0.52246 -0.853826
16.2 0 -0.44708 -0.898533
16.3 0 -0.368838 -0.935417
16.4 0 -0.288354 -0.964253
16.5 0 -0.206191 -0.984872
16.6 0 -0.122871 -0.997159
16.7 0 -0.0388779 -1.00105
16.8 0 0.0453257 -0.996514
16.9 0 0.129284 -0.983586
17 0 0.212533 -0.962332
17.1 0 0.294586 -0.932874
17.2 0 0.374919 -0.895382
17.3 0 0.452964 -0.850086
17.4 0 0.528098 -0.797276
17.5 0 0.599643 -0.737312
17.6 0 0.666873 -0.670624
17.7 0 0.729021 -0.597722
17.8 0 0.785297 -0.519193
17.9 0 0.834915 -0.435701
18 0 0.877119 -0.347989
18.1 0 0.91122 -0.256867
18.2 0 0.936625 -0.163205
18.3 0 0.952873 -0.0679172
18.4 0 0.95966 0.0280487
18.5 0 0.956855 0.123734
18.6 0 0.944513 0.218186
18.7 0 0.922868 0.310472
