0 0 0 0
0.1 0 0 0
0.2 0.0998334 0.00499167 0
0.3 0.198669 0.0199168 0.000998334
0.4 0.29552 0.0446263 0.00398336
0.5 0.389418 0.0788732 0.00992359
0.6 0.479426 0.122315 0.019758
0.7 0.564642 0.174519 0.0343867
0.8 0.644218 0.234962 0.0546618
0.9 0.717356 0.303041 0.081379
1 0.783327 0.378075 0.11527
1.1 0.841471 0.459315 0.156994
1.2 0.891207 0.545948 0.207133
1.3 0.932039 0.637111 0.266184
1.4 0.963558 0.731891 0.334555
1.5 0.98545 0.829341 0.412562
1.6 0.997495 0.928488 0.500423
1.7 0.999574 1.02834 0.598259
1.8 0.991665 1.1279 0.706091
1.9 0.973848 1.22618 0.82384
2 0.9463 1.32219 0.951327
2.1 0.909297 1.41497 1.08828
2.2 0.863209 1.50359 1.23432
2.3 0.808496 1.58718 1.389
2.4 0.745705 1.66489 1.55176
2.5 0.675463 1.73595 1.72197
2.6 0.598472 1.79964 1.89895
2.7 0.515501 1.85534 2.0819
2.8 0.42738 1.90249 2.27001
2.9 0.334988 1.9406 2.4624
3 0.239249 1.96932 2.65813
3.1 0.14112 1.98833 2.85626
3.2 0.0415807 1.99747 3.0558
3.3 -0.0583741 1.99663 3.25576
3.4 -0.157746 1.98582 3.45513
3.5 -0.255541 1.96516 3.65292
3.6 -0.350783 1.93484 3.84816
3.7 -0.44252 1.89518 4.03989
3.8 -0.529836 1.84656 4.22719
3.9 -0.611858 1.78947 4.4092
4 -0.687766 1.72449 4.58509
4.1 -0.756802 1.65227 4.7541
4.2 -0.818277 1.57351 4.91554
4.3 -0.871576 1.48902 5.0688
4.4 -0.916166 1.39963 5.21335
4.5 -0.951602 1.30624 5.34873
4.6 -0.97753 1.20979 5.47459
4.7 -0.993691 1.11123 5.59069
4.8 -0.999923 1.01154 5.69684
4.9 -0.996165 0.91174 5.79299
5 -0.982453 0.81281 5.87919
5.1 -0.958924 0.715741 5.95556
5.2 -0.925815 0.621504 6.02234
5.3 -0.883455 0.53104 6.07986
5.4 -0.832267 0.445254 6.12854
5.5 -0.772764 0.365003 6.16891
5.6 -0.70554 0.291087 6.20154
5.7 -0.631267 0.224247 6.22713
5.8 -0.550686 0.165149 6.24639
5.9 -0.464602 0.114385 6.26016
6 -0.373877 0.0724611 6.26927
6.1 -0.279415 0.0397965 6.27465
6.2 -0.182163 0.0167176 6.27723
6.3 -0.0830894 0.00345502 6.27799
6.4 0.0168139 0.000141246 6.27792
6.5 0.116549 0.0068094 6.27802
6.6 0.21512 0.0233929 6.27928
6.7 0.311541 0.0497259 6.2827
6.8 0.40485 0.0855455 6.28923
6.9 0.494113 0.130494 6.29981
7 0.57844 0.184121 6.31533
7.1 0.656987 0.245893 6.33663
7.2 0.728969 0.31519 6.36451
7.3 0.793668 0.391322 6.39967
7.4 0.850437 0.473527 6.44277
7.5 0.898708 0.560985 6.49437
7.6 0.938 0.65282 6.55497
7.7 0.96792 0.748116 6.62494
7.8 0.988168 0.84592 6.70459
7.9 0.998543 0.945256 6.79412
8 0.998941 1.04513 6.89364
8.1 0.989358 1.14455 7.00315
8.2 0.96989 1.24251 7.12255
8.3 0.940731 1.33804 7.25165
8.4 0.902172 1.43018 7.39016
8.5 0.854599 1.51802 7.53769
8.6 0.798487 1.60068 7.69376
8.7 0.734397 1.67732 7.85782
8.8 0.662969 1.74719 8.02923
8.9 0.584917 1.80958 8.20726
9 0.501021 1.86388 8.39114
9.1 0.412118 1.90954 8.58004
9.2 0.319098 1.9461 8.77305
9.3 0.22289 1.9732 8.96926
9.4 0.124454 1.99056 9.16769
9.5 0.0247754 1.99803 9.36737
9.6 -0.0751511 1.99551 9.5673
9.7 -0.174327 1.98303 9.76647
9.8 -0.271761 1.96073 9.9639
9.9 -0.366479 1.92882 10.1586
10 -0.457536 1.88762 10.3497
