0 0 0 0
0.1 0.0499167 0.00499167 0.000499167
0.2 0.149251 0.0199168 0.00249085
0.3 0.247095 0.0446263 0.00695348
0.4 0.342469 0.0788732 0.0148408
0.5 0.434422 0.122315 0.0270723
0.6 0.522034 0.174519 0.0445242
0.7 0.60443 0.234962 0.0680204
0.8 0.680787 0.303041 0.0983245
0.9 0.750342 0.378075 0.136132
1 0.812399 0.459315 0.182063
1.1 0.866339 0.545948 0.236658
1.2 0.911623 0.637111 0.300369
1.3 0.947799 0.731891 0.373558
1.4 0.974504 0.829341 0.456492
1.5 0.991472 0.928488 0.549341
1.6 0.998534 1.02834 0.652175
1.7 0.995619 1.1279 0.764966
1.8 0.982756 1.22618 0.887584
1.9 0.960074 1.32219 1.0198
2 0.927799 1.41497 1.1613
2.1 0.886253 1.50359 1.31166
2.2 0.835853 1.58718 1.47038
2.3 0.777101 1.66489 1.63686
2.4 0.710584 1.73595 1.81046
2.5 0.636968 1.79964 1.99042
2.6 0.556987 1.85534 2.17596
2.7 0.471441 1.90249 2.36621
2.8 0.381184 1.9406 2.56027
2.9 0.287119 1.96932 2.7572
3 0.190185 1.98833 2.95603
3.1 0.0913503 1.99747 3.15578
3.2 -0.00839674 1.99663 3.35544
3.3 -0.10806 1.98582 3.55402
3.4 -0.206643 1.96516 3.75054
3.5 -0.303162 1.93484 3.94402
3.6 -0.396652 1.89518 4.13354
3.7 -0.486178 1.84656 4.3182
3.8 -0.570847 1.78947 4.49714
3.9 -0.649812 1.72449 4.66959
4 -0.722284 1.65227 4.83482
4.1 -0.78754 1.57351 4.99217
4.2 -0.844926 1.48902 5.14107
4.3 -0.893871 1.39963 5.28104
4.4 -0.933884 1.30624 5.41166
4.5 -0.964566 1.20979 5.53264
4.6 -0.985611 1.11123 5.64376
4.7 -0.996807 1.01154 5.74492
4.8 -0.998044 0.91174 5.83609
4.9 -0.989309 0.81281 5.91737
5 -0.970688 0.715741 5.98895
5.1 -0.942369 0.621504 6.0511
5.2 -0.904635 0.53104 6.1042
5.3 -0.857861 0.445254 6.14873
5.4 -0.802516 0.365003 6.18523
5.5 -0.739152 0.291087 6.21433
5.6 -0.668403 0.224247 6.23676
5.7 -0.590976 0.165149 6.25327
5.8 -0.507644 0.114385 6.26471
5.9 -0.419239 0.0724611 6.27196
6 -0.326646 0.0397965 6.27594
6.1 -0.230789 0.0167176 6.27761
6.2 -0.132626 0.00345502 6.27796
6.3 -0.0331378 0.000141246 6.27797
6.4 0.0666816 0.0068094 6.27865
6.5 0.165835 0.0233929 6.28099
6.6 0.263331 0.0497259 6.28596
6.7 0.358196 0.0855455 6.29452
6.8 0.449482 0.130494 6.30757
6.9 0.536277 0.184121 6.32598
7 0.617713 0.245893 6.35057
7.1 0.692978 0.31519 6.38209
7.2 0.761318 0.391322 6.42122
7.3 0.822052 0.473527 6.46857
7.4 0.874572 0.560985 6.52467
7.5 0.918354 0.65282 6.58995
7.6 0.95296 0.748116 6.66476
7.7 0.978044 0.84592 6.74936
7.8 0.993356 0.945256 6.84388
7.9 0.998742 1.04513 6.9484
8 0.99415 1.14455 7.06285
8.1 0.979624 1.24251 7.1871
8.2 0.95531 1.33804 7.3209
8.3 0.921451 1.43018 7.46392
8.4 0.878385 1.51802 7.61573
8.5 0.826543 1.60068 7.77579
8.6 0.766442 1.67732 7.94352
8.7 0.698683 1.74719 8.11824
8.8 0.623943 1.80958 8.2992
8.9 0.542969 1.86388 8.48559
9 0.45657 1.90954 8.67654
9.1 0.365608 1.9461 8.87115
9.2 0.270994 1.9732 9.06847
9.3 0.173672 1.99056 9.26753
9.4 0.0746149 1.99803 9.46733
9.5 -0.0251878 1.99551 9.66688
9.6 -0.124739 1.98303 9.86519
9.7 -0.223044 1.96073 10.0613
9.8 -0.31912 1.92882 10.2541
9.9 -0.412008 1.88762 10.4429
10 -0.500779 1.83754 10.6267
