0 0 0 0
0.1 0 0 0
0.2 0.32665 0.0312523 0.00312523
0.3 0.61116 0.089725 0.0120977
0.4 0.841357 0.170222 0.0291199
0.5 1.00761 0.266625 0.0557824
0.6 1.1032 0.372174 0.0929998
0.7 1.12455 0.479765 0.140976
0.8 1.07133 0.582264 0.199203
0.9 0.946462 0.672817 0.266484
1 0.755971 0.745144 0.340999
1.1 0.508701 0.793814 0.42038
1.2 0.215941 0.814474 0.501828
1.3 -0.109052 0.804041 0.582232
1.4 -0.451616 0.760833 0.658315
1.5 -0.79629 0.684648 0.72678
1.6 -1.12746 0.576778 0.784458
1.7 -1.43001 0.439962 0.828454
1.8 -1.68994 0.278277 0.856281
1.9 -1.89495 0.0969773 0.865979
2 -2.03496 -0.0977173 0.856207
2.1 -2.10251 -0.298875 0.82632
2.2 -2.09309 -0.49913 0.776407
2.3 -2.00532 -0.69099 0.707308
2.4 -1.84106 -0.867133 0.620595
2.5 -1.60527 -1.02072 0.518523
2.6 -1.3059 -1.14566 0.403957
2.7 -0.953516 -1.23689 0.280269
2.8 -0.560944 -1.29055 0.151213
2.9 -0.142713 -1.30421 0.0207923
3 0.285498 -1.27689 -0.106897
3.1 0.707489 -1.2092 -0.227817
3.2 1.10718 -1.10327 -0.338145
3.3 1.46928 -0.962702 -0.434415
3.4 1.77984 -0.792416 -0.513657
3.5 2.02689 -0.598493 -0.573506
3.6 2.20087 -0.387925 -0.612298
3.7 2.29501 -0.16835 -0.629133
3.8 2.30566 0.0522436 -0.623909
3.9 2.23238 0.265826 -0.597326
4 2.07801 0.46464 -0.550863
4.1 1.84853 0.641498 -0.486713
4.2 1.55287 0.790068 -0.407706
4.3 1.20251 0.905118 -0.317194
4.4 0.811081 0.982718 -0.218922
4.5 0.393794 1.02039 -0.116883
4.6 -0.0331419 1.01722 -0.0151604
4.7 -0.453164 0.973867 0.0822263
4.8 -0.850007 0.892543 0.171481
4.9 -1.20835 0.776934 0.249174
5 -1.5144 0.632044 0.312378
5.1 -1.75648 0.463993 0.358778
5.2 -1.92544 0.279776 0.386755
5.3 -2.01504 0.0869874 0.395454
5.4 -2.0222 -0.106486 0.384806
5.5 -1.9471 -0.292775 0.355528
5.6 -1.79319 -0.464338 0.309094
5.7 -1.56703 -0.614264 0.247668
5.8 -1.27804 -0.736541 0.174014
5.9 -0.938122 -0.826296 0.0913841
6 -0.561162 -0.879985 0.00338562
6.1 -0.162508 -0.895533 -0.0861677
6.2 0.241667 -0.872411 -0.173409
6.3 0.634999 -0.811658 -0.254575
6.4 1.00159 -0.715831 -0.326158
